,Name,Size_Org,Size_ReS,Size_AE,Size_PCA,SSIM_PCA,SSIM_AE,PSNR_PCA,PSNR_AE
205,8510.jpg,4971,162,75,86,0.9002129091272425,0.7890088212429601,32.17751413120355,29.03023115422379
206,7219.jpg,5008,127,55,63,0.8860809720955795,0.7976212642738517,33.286107201353744,29.174479220251726
207,8556.jpg,5064,158,78,83,0.8940040345870832,0.7964425878382528,32.420559736405,29.129437127019866
208,6386.jpg,5219,126,61,65,0.9039528266022351,0.827567606399241,33.92255059120835,30.520526686619064
209,6997.jpg,7379,114,55,60,0.9294795476918328,0.8554606683194753,35.20808789669347,29.33504177526548
210,7692.jpg,5921,97,41,48,0.9062183792854294,0.8245300216800265,35.374964572155996,31.32376626248948
211,8119.jpg,5235,170,84,128,0.8202906931052815,0.6577582072599705,27.696127563614148,27.396424805942292
212,8141.jpg,5090,166,81,89,0.8765476094840705,0.719305013708163,29.314526527397163,27.551327591630486
213,9086.jpg,4951,127,62,68,0.9284764055775253,0.85728983891277,34.114099316670305,28.48979921554198
214,6540.jpg,5280,151,65,77,0.8761992940005089,0.7104269931225229,32.41643599620243,27.628894227959822
215,6839.jpg,5369,160,70,86,0.9172732740897349,0.7870999150034304,32.42468947390085,28.458673985197347
216,8009.jpg,5126,174,87,118,0.8397681008133422,0.6773818281284987,27.803633066606128,27.332614369431198
217,6836.jpg,5345,148,67,79,0.921094410914098,0.8164780974266209,33.01662451135474,29.064139260833834
218,6994.jpg,8065,134,61,70,0.904224576760477,0.8114752715500368,33.699648067648354,29.789162584680746
219,10175.jpg,5327,119,54,61,0.9193377179740149,0.8465415838455678,34.57097867155249,31.55862308013375
220,8472.jpg,5059,169,75,91,0.9143026398883287,0.770316784692276,31.833460658807038,28.840989208006135
221,6802.jpg,5049,121,62,69,0.8830674812131682,0.7064933387435621,29.185996368851136,27.558449279568627
222,8638.jpg,5124,143,64,73,0.8761002050604845,0.7686721397234255,33.03390361383783,29.528535160862248
223,8794.jpg,5191,184,88,99,0.8803204804466582,0.7010827016192399,29.99877328103255,28.007565453111262
224,6595.jpg,7500,100,50,52,0.9136363714835884,0.8617946400064281,29.543159379262576,28.586202439500212
225,8437.jpg,5099,163,72,86,0.8995522004531733,0.7727534423677755,32.101549337417204,29.3230133302854
226,8165.jpg,5146,132,58,66,0.890902342621382,0.7882521237327168,33.53379925229203,29.5611452357684
227,6464.jpg,5234,117,55,60,0.916999454394117,0.8533643154408286,34.45468755730652,30.818923342333576
228,8317.jpg,5265,111,74,102,0.6769835853182917,0.5799054839538288,27.448839045395967,27.548438532282
229,9022.jpg,4968,143,64,73,0.8888010460489658,0.7897884501656242,33.02732179181202,30.619964704272377
230,9724.jpg,5178,139,63,73,0.9242588498147652,0.8348033081784118,33.45935849842441,29.387598156032052
231,8361.jpg,5324,129,63,77,0.8473796631653441,0.7348083484426299,28.367413823650992,27.56380611155157
232,6838.jpg,5205,147,64,78,0.9174826641829947,0.7920640095168032,33.14734477227467,28.473846203304326
233,10817.jpg,5384,142,64,75,0.915378436289501,0.8206975438055356,33.30127100594464,29.931680017109255
234,6649.jpg,5042,152,66,80,0.9015374713448053,0.7787161140405792,32.712355059042174,29.528083633352576
235,6589.jpg,7774,126,61,67,0.9177511157453574,0.8438627892808143,34.28266123251034,30.383154710910667
236,7003.jpg,5084,163,70,85,0.8995766570168777,0.7781516150924427,32.01486450613188,28.99893535475278
237,8063.jpg,5245,168,85,90,0.88125167858958,0.7119655533226883,29.308791890565885,27.35347496812766
238,8971.jpg,4926,122,58,64,0.9170149152484586,0.843129696977017,34.12165277080557,31.716493502887587
239,10811.jpg,5038,140,64,73,0.9165469010599525,0.8233236003819653,33.307215948078316,29.710317507909604
240,6426.jpg,5148,125,58,65,0.9166848517973396,0.8448869135302455,34.18828337733557,28.190298118257978
241,7225.jpg,5050,199,85,109,0.9176160404766934,0.7552066514362687,30.74709417204108,28.960147626996303
242,6955.jpg,4985,166,71,88,0.8822426795426054,0.7127918591617778,31.798934989073636,28.58713260769544
243,8385.jpg,5036,183,82,101,0.9045224740362147,0.7608564732011776,31.19028767559322,29.50113466836519
244,6727.jpg,5392,118,50,62,0.9223593397034331,0.8282081438656096,33.843587052663516,29.943732295815156
245,9884.jpg,5077,182,86,99,0.9024451223794658,0.7546367077366858,31.405300791248383,27.745908395035492
246,9050.jpg,5166,136,61,71,0.9038465755561906,0.8078480394202976,33.49862365529833,29.25560745400851
247,8550.jpg,4999,154,76,80,0.891185006262895,0.7963634820951211,32.654494102896756,28.994187856399382
248,8264.jpg,5500,109,71,103,0.6496888269353948,0.5633456839921442,27.592405185940656,27.415754902831267
249,9722.jpg,5532,130,60,68,0.9222903510982339,0.840908959510362,33.76643724992221,28.44306654554869
250,6556.jpg,5164,142,61,73,0.8984302220262786,0.7767749594135438,33.04154971734633,28.77345460051896
251,8096.jpg,5065,160,74,85,0.8886403195818583,0.7544916968306405,29.73756192662063,27.766934445549616
252,6458.jpg,5140,79,38,41,0.9461876472673165,0.9026525359660383,36.655157136142805,27.688994163325393
253,8407.jpg,5026,152,72,82,0.8875752047666869,0.7829334609346758,29.34785282985567,28.190337681253776
254,7039.jpg,4989,156,68,83,0.9133318560559379,0.8132628811973335,32.18330362937583,29.50195827504043
255,8102.jpg,5120,169,80,87,0.8850599258038299,0.7335498274418197,31.689312401287687,27.675593990915537
256,8594.jpg,5267,128,56,62,0.8571906278190152,0.7677519044599302,33.682520522026934,30.42818373506252
257,7872.jpg,5069,170,79,90,0.8966854774343045,0.737998265171757,31.861045183396758,27.610583526181646
258,7646.jpg,4894,123,54,65,0.9079128714907051,0.8032530033360802,33.89710387469152,30.611601088973526
259,9345.jpg,5171,132,62,71,0.9340732380762987,0.86051156062593,33.72758935709959,30.90949027684504
260,6854.jpg,5212,111,59,79,0.8553331250233407,0.7103486476633681,28.39706903100913,27.5851808234108
261,9876.jpg,5210,171,75,90,0.9013073184221271,0.779067039458681,31.94311498619369,29.758580946490945
262,6586.jpg,8105,131,60,68,0.9016010808830577,0.8077559705574804,33.76991612932888,30.324266942023613
263,7706.jpg,5197,84,38,41,0.9164878012997482,0.8590573081714015,36.680268016865355,30.528300615714038
